93,Afghanistan,0.1704
9375,Afghanistan Cellular+AC0-AT,0.1704
9370,Afghanistan Cellular+AC0-AWCC,0.12495
9376,Afghanistan Cellular+AC0-Areeba,0.1008
9377,Afghanistan Cellular+AC0-Areeba,0.1008
9378,Afghanistan Cellular+AC0-Etisalat,0.11393
937,Afghanistan Cellular+AC0-Others,0.126
9372,Afghanistan Cellular+AC0-Roshan,0.13125
9379,Afghanistan Cellular+AC0-Roshan,0.13125
355,Albania,0.10595
35568,Albania Cellular+AC0-AMC,0.22586
35567,Albania Cellular+AC0-Eagle,0.2939
35566,Albania Cellular+AC0-Plus,0.28655
35569,Albania Cellular+AC0-Vodafone,0.13682
543476,+ACI-Argentina,Cities+ACI-,0.01013
543541,+ACI-Argentina,Cities+ACI-,0.01013
543543,+ACI-Argentina,Cities+ACI-,0.01013
543571,+ACI-Argentina,Cities+ACI-,0.01013
54372,+ACI-Argentina,Cities+ACI-,0.01013
543783,+ACI-Argentina,Cities+ACI-,0.01013
54379,+ACI-Argentina,Cities+ACI-,0.01013
54387400,+ACI-Argentina,Cities+ACI-,0.01013
54387401,+ACI-Argentina,Cities+ACI-,0.01013
5438742,+ACI-Argentina,Cities+ACI-,0.01013
54387431,+ACI-Argentina,Cities+ACI-,0.01013
54387432,+ACI-Argentina,Cities+ACI-,0.01013
54387434,+ACI-Argentina,Cities+ACI-,0.01013
54387435,+ACI-Argentina,Cities+ACI-,0.01013
54387436,+ACI-Argentina,Cities+ACI-,0.01013
54387437,+ACI-Argentina,Cities+ACI-,0.01013
543874384,+ACI-Argentina,Cities+ACI-,0.01013
543874385,+ACI-Argentina,Cities+ACI-,0.01013
543874386,+ACI-Argentina,Cities+ACI-,0.01013
543874387,+ACI-Argentina,Cities+ACI-,0.01013
543874388,+ACI-Argentina,Cities+ACI-,0.01013
54387439,+ACI-Argentina,Cities+ACI-,0.01013
54387495,+ACI-Argentina,Cities+ACI-,0.01013
54387497,+ACI-Argentina,Cities+ACI-,0.01013
54351,+ACI-Argentina,Cordoba+ACI-,0.00945
54358,+ACI-Argentina,Cordoba+ACI-,0.00945
54230,+ACI-Argentina,La Pampa+ACI-,0.00945
54221,+ACI-Argentina,La Plata+ACI-,0.00945
542323,+ACI-Argentina,Lujan+ACI-,0.00945
54223,+ACI-Argentina,Mar Del Plata+ACI-,0.00945
54261,+ACI-Argentina,Mendoza+ACI-,0.00945
54299,+ACI-Argentina,Neuquen+ACI-,0.00945
54232,+ACI-Argentina,Pilar+ACI-,0.00945
54362,+ACI-Argentina,Resistencia+ACI-,0.00945
543722,+ACI-Argentina,Resistencia+ACI-,0.00945
54341,+ACI-Argentina,Rosario+ACI-,0.00945
54387,+ACI-Argentina,Salta+ACI-,0.02596
542652,+ACI-Argentina,San Luis+ACI-,0.00945
542664,+ACI-Argentina,San Luis+ACI-,0.00945
54342,+ACI-Argentina,Santa Fe+ACI-,0.00945
54381,+ACI-Argentina,Tucuman+ACI-,0.0108
54348,+ACI-Argentina,Zarate+ACI-,0.00945
374,Armenia,0.08505
3745,Armenia Cellular,0.20235
3747,Armenia Cellular,0.20235
3749,Armenia Cellular,0.20235
37491,Armenia Cellular+AC0-Armentel,0.20129
37496,Armenia Cellular+AC0-Armentel,0.20129
37499,Armenia Cellular+AC0-Armentel,0.20129
37497,Armenia Cellular+AC0-Nagoni,0.20129
37455,Armenia Cellular+AC0-Orange,0.19703
37495,Armenia Cellular+AC0-Orange,0.19703
37477,Armenia Cellular+AC0-Vivacell,0.20129
37493,Armenia Cellular+AC0-Vivacell,0.20129
37494,Armenia Cellular+AC0-Vivacell,0.20129
37498,Armenia Cellular+AC0-Vivacell,0.20129
37447,+ACI-Armenia,N+AC0-Karabakh+ACI-,0.0839
37411,+ACI-Armenia,Ucom+ACI-,0.08505
37410,+ACI-Armenia,Yerevan+ACI-,0.08295
297,Aruba,0.0735
29756,Aruba Cellular,0.18052
29759,Aruba Cellular,0.18052
297600,Aruba Cellular,0.18052
297622,Aruba Cellular,0.18052
29766,Aruba Cellular,0.18052
29769,Aruba Cellular,0.18052
2979,Aruba Cellular,0.18052
297630,Aruba Cellular+AC0-Digicel,0.17147
297640,Aruba Cellular+AC0-Digicel,0.17147
297641,Aruba Cellular+AC0-Digicel,0.17147
29773,Aruba Cellular+AC0-Digicel,0.17147
29774,Aruba Cellular+AC0-Digicel,0.17147
247,Ascension Island,1.155
61,Australia,0.012
614,Australia Cellular,0.044
61401,Australia Cellular+AC0-Optus,0.03
61402,Australia Cellular+AC0-Optus,0.03
61403,Australia Cellular+AC0-Optus,0.03
61411,Australia Cellular+AC0-Optus,0.03
61412,Australia Cellular+AC0-Optus,0.03
61413,Australia Cellular+AC0-Optus,0.03
61421,Australia Cellular+AC0-Optus,0.03
61422,Australia Cellular+AC0-Optus,0.03
61423,Australia Cellular+AC0-Optus,0.03
61431,Australia Cellular+AC0-Optus,0.03
61432,Australia Cellular+AC0-Optus,0.03
61434,Australia Cellular+AC0-Optus,0.03
61435,Australia Cellular+AC0-Optus,0.03
61466,Australia Cellular+AC0-Optus,0.03
614683,Australia Cellular+AC0-Optus,0.03
614684,Australia Cellular+AC0-Optus,0.03
614685,Australia Cellular+AC0-Optus,0.03
614686,Australia Cellular+AC0-Optus,0.03
614687,Australia Cellular+AC0-Optus,0.03
614688,Australia Cellular+AC0-Optus,0.03
614689,Australia Cellular+AC0-Optus,0.03
61478,Australia Cellular+AC0-Optus,0.03
614790,Australia Cellular+AC0-Optus,0.03
614791,Australia Cellular+AC0-Optus,0.03
61481,Australia Cellular+AC0-Optus,0.03
61482,Australia Cellular+AC0-Optus,0.03
611,Australia Cellular+AC0-Satellite,0.02
6114331,+ACI-Australia, Satellite Premium 1+ACI-,10.5
6187,+ACI-Australia,Adelaide+ACI-,0.012
61881,+ACI-Australia,Adelaide+ACI-,0.012
61882,+ACI-Australia,Adelaide+ACI-,0.012
61883,+ACI-Australia,Adelaide+ACI-,0.012
61884,+ACI-Australia,Adelaide+ACI-,0.012
6173,+ACI-Australia,Brisbane+ACI-,0.01
61261,+ACI-Australia,Canberra+ACI-,0.011
61262,+ACI-Australia,Canberra+ACI-,0.011
6138,+ACI-Australia,Melbourne+ACI-,0.01
6139,+ACI-Australia,Melbourne+ACI-,0.01
6186,+ACI-Australia,Perth+ACI-,0.01
61892,+ACI-Australia,Perth+ACI-,0.01
61893,+ACI-Australia,Perth+ACI-,0.01
61894,+ACI-Australia,Perth+ACI-,0.01
6127,+ACI-Australia,Sydney+ACI-,0.012
6128,+ACI-Australia,Sydney+ACI-,0.012
6129,+ACI-Australia,Sydney+ACI-,0.012
43,Austria,0.00743
436781,Austria Cellular,0.0175
43664,Austria Cellular+AC0-A1,0.0135
43680,Austria Cellular+AC0-A1,0.0135
43688,Austria Cellular+AC0-A1,0.0135
4369981,Austria Cellular+AC0-A1,0.0135
4369982,Austria Cellular+AC0-A1,0.0135
4369988,Austria Cellular+AC0-A1,0.0135
4369989,Austria Cellular+AC0-A1,0.0135
43660,Austria Cellular+AC0-Hutchinson,0.0135
4367833,Austria Cellular+AC0-Hutchinson,0.0135
4367890,Austria Cellular+AC0-Hutchinson,0.0135
4367891,Austria Cellular+AC0-Hutchinson,0.0135
4368183,Austria Cellular+AC0-Hutchinson,0.0135
43681,Austria Cellular+AC0-Orange,0.0135
43699,Austria Cellular+AC0-Orange,0.0135
43650,Austria Cellular+AC0-Telering,0.0135
43676,Austria Cellular+AC0-Telering,0.0135
43677,Austria Cellular+AC0-Telering,0.0135
43710,+ACI-Austria,Premium+ACI-,0.25
43711,+ACI-Austria,Premium+ACI-,0.25
43718,+ACI-Austria,Premium+ACI-,0.25
43720,+ACI-Austria,Premium+ACI-,0.25
43730,+ACI-Austria,Premium+ACI-,0.25
43740,+ACI-Austria,Premium+ACI-,0.25
43780,+ACI-Austria,Premium+ACI-,0.25
43800,+ACI-Austria,Premium+ACI-,0.25
43804,+ACI-Austria,Premium+ACI-,0.25
43810,+ACI-Austria,Premium+ACI-,0.25
43820,+ACI-Austria,Premium+ACI-,0.25
43821,+ACI-Austria,Premium+ACI-,0.25
43828,+ACI-Austria,Premium+ACI-,0.25
431,+ACI-Austria,Vienna+ACI-,0.00743
994,Azerbaijan,0.17679
99444,Azerbaijan Cellular,0.2835
99460,Azerbaijan Cellular,0.2835
99450,Azerbaijan Cellular+AC0-Azercell,0.28035
99451,Azerbaijan Cellular+AC0-Azercell,0.28035
99470,Azerbaijan Cellular+AC0-Azerphone,0.2835
99477,Azerbaijan Cellular+AC0-Azerphone,0.2835
99455,Azerbaijan Cellular+AC0-Bakcell,0.273
99440,Azerbaijan Cellular+AC0-Catel,0.28035
1242,Bahamas,0.05724
1242357,Bahamas Cellular,0.06405
1242359,Bahamas Cellular,0.06405
1242375,Bahamas Cellular,0.06405
1242376,Bahamas Cellular,0.06405
1242395,Bahamas Cellular,0.06405
1242421,Bahamas Cellular,0.06405
1242422,Bahamas Cellular,0.06405
1242423,Bahamas Cellular,0.06405
1242424,Bahamas Cellular,0.06405
1242425,Bahamas Cellular,0.06405
1242426,Bahamas Cellular,0.06405
1242427,Bahamas Cellular,0.06405
1242428,Bahamas Cellular,0.06405
1242429,Bahamas Cellular,0.06405
1242431,Bahamas Cellular,0.06405
1242432,Bahamas Cellular,0.06405
1242433,Bahamas Cellular,0.06405
1242434,Bahamas Cellular,0.06405
1242435,Bahamas Cellular,0.06405
1242436,Bahamas Cellular,0.06405
1242437,Bahamas Cellular,0.06405
1242438,Bahamas Cellular,0.06405
1242439,Bahamas Cellular,0.06405
1242441,Bahamas Cellular,0.06405
1242442,Bahamas Cellular,0.06405
1242443,Bahamas Cellular,0.06405
1242445,Bahamas Cellular,0.06405
1242446,Bahamas Cellular,0.06405
1242447,Bahamas Cellular,0.06405
1242448,Bahamas Cellular,0.06405
1242449,Bahamas Cellular,0.06405
1242451,Bahamas Cellular,0.06405
1242452,Bahamas Cellular,0.06405
1242453,Bahamas Cellular,0.06405
1242454,Bahamas Cellular,0.06405
1242455,Bahamas Cellular,0.06405
1242456,Bahamas Cellular,0.06405
1242457,Bahamas Cellular,0.06405
1242458,Bahamas Cellular,0.06405
1242462,Bahamas Cellular,0.06405
1242463,Bahamas Cellular,0.06405
1242464,Bahamas Cellular,0.06405
1242465,Bahamas Cellular,0.06405
1242466,Bahamas Cellular,0.06405
1242467,Bahamas Cellular,0.06405
1242468,Bahamas Cellular,0.06405
1242470,Bahamas Cellular,0.06405
1242471,Bahamas Cellular,0.06405
1242472,Bahamas Cellular,0.06405
1242473,Bahamas Cellular,0.06405
1242474,Bahamas Cellular,0.06405
1242475,Bahamas Cellular,0.06405
1242476,Bahamas Cellular,0.06405
1242477,Bahamas Cellular,0.06405
1242478,Bahamas Cellular,0.06405
1242479,Bahamas Cellular,0.06405
1242481,Bahamas Cellular,0.06405
1242524,Bahamas Cellular,0.06405
1242525,Bahamas Cellular,0.06405
1242533,Bahamas Cellular,0.06405
1242535,Bahamas Cellular,0.06405
1242544,Bahamas Cellular,0.06405
1242551,Bahamas Cellular,0.06405
1242552,Bahamas Cellular,0.06405
1242553,Bahamas Cellular,0.06405
1242554,Bahamas Cellular,0.06405
1242556,Bahamas Cellular,0.06405
1242557,Bahamas Cellular,0.06405
1242558,Bahamas Cellular,0.06405
1242559,Bahamas Cellular,0.06405
1242565,Bahamas Cellular,0.06405
1242577,Bahamas Cellular,0.06405
1242636,Bahamas Cellular,0.06405
1242646,Bahamas Cellular,0.06405
1242727,Bahamas Cellular,0.06405
973,Bahrain,0.02478
9733,Bahrain Cellular,0.05777
9737,Bahrain Cellular,0.05777
97332,Bahrain Cellular+AC0-Batelco,0.05724
973383,Bahrain Cellular+AC0-Batelco,0.05724
973384,Bahrain Cellular+AC0-Batelco,0.05724
973385,Bahrain Cellular+AC0-Batelco,0.05724
973388,Bahrain Cellular+AC0-Batelco,0.05724
97339,Bahrain Cellular+AC0-Batelco,0.05724
97336,Bahrain Cellular+AC0-Zain,0.05819
973377,Bahrain Cellular+AC0-Zain,0.05819
973663,Bahrain Cellular+AC0-Zain,0.05819
973666,Bahrain Cellular+AC0-Zain,0.05819
973669,Bahrain Cellular+AC0-Zain,0.05819
9738,+ACI-Bahrain,Premium+ACI-,0.02301
9739,+ACI-Bahrain,Premium+ACI-,0.02301
880,Bangladesh,0.0275
8801,Bangladesh Cellular,0.019
88016,Bangladesh Cellular+AC0-Airtel,0.02242
88018,Bangladesh Cellular+AC0-Aktel,0.019
88011,Bangladesh Cellular+AC0-City,0.019
88017,Bangladesh Cellular+AC0-Grameen,0.019
88019,Bangladesh Cellular+AC0-Sheba,0.019
88015,Bangladesh Cellular+AC0-TeleTalk,0.02242
88031,+ACI-Bangladesh,Chittagong+ACI-,0.0275
8802,+ACI-Bangladesh,Dhaka+ACI-,0.026
880821,+ACI-Bangladesh,Sylhet+ACI-,0.0275
1246,Barbados,0.1092
124623,Barbados Cellular,0.19703
124624,Barbados Cellular,0.19703
1246250,Barbados Cellular,0.19703
1246251,Barbados Cellular,0.19703
1246252,Barbados Cellular,0.19703
1246253,Barbados Cellular,0.19703
1246254,Barbados Cellular,0.19703
1246255,Barbados Cellular,0.19703
1246256,Barbados Cellular+AC0-Digicel,0.19436
1246257,Barbados Cellular+AC0-Digicel,0.19436
1246258,Barbados Cellular+AC0-Digicel,0.19436
1246259,Barbados Cellular+AC0-Digicel,0.19436
124626,Barbados Cellular+AC0-Digicel,0.19436
124682,Barbados Cellular+AC0-Digicel,0.19436
124683,Barbados Cellular+AC0-Digicel,0.19436
124684,Barbados Cellular+AC0-Digicel,0.19436
124685,Barbados Cellular+AC0-Digicel,0.19436
375,Belarus,0.28245
37525,Belarus Cellular,0.28718
37529,Belarus Cellular,0.28718
3753334,Belarus Cellular,0.28718
3753335,Belarus Cellular,0.28718
375292,Belarus Cellular+AC0-MTS,0.2835
375295,Belarus Cellular+AC0-MTS,0.2835
375297,Belarus Cellular+AC0-MTS,0.2835
375298,Belarus Cellular+AC0-MTS,0.2835
37533,Belarus Cellular+AC0-MTS,0.2835
375291,Belarus Cellular+AC0-Velcom,0.2814
375293,Belarus Cellular+AC0-Velcom,0.2814
375296,Belarus Cellular+AC0-Velcom,0.2814
375299,Belarus Cellular+AC0-Velcom,0.2814
37544,Belarus Cellular+AC0-Velcom,0.2814
32,Belgium,0.0144
3248,Belgium Cellular+AC0-Base,0.021
32770002,Belgium Cellular+AC0-Base,0.021
3249,Belgium Cellular+AC0-Mobistar,0.021
32770005,Belgium Cellular+AC0-Mobistar,0.021
32460,Belgium Cellular+AC0-Proximus,0.021
3247,Belgium Cellular+AC0-Proximus,0.021
32770001,Belgium Cellular+AC0-Proximus,0.021
324681,Belgium Cellular+AC0-Telenet,0.02596
324682,Belgium Cellular+AC0-Telenet,0.02596
324683,Belgium Cellular+AC0-Telenet,0.02596
3217,Belgium Premium,0.0535
3218,Belgium Premium,0.0535
3244,Belgium Premium,0.0535
3245,Belgium Premium,0.0535
3270,Belgium Premium,0.0535
3272,Belgium Premium,0.0535
3273,Belgium Premium,0.0535
3275,Belgium Premium,0.0535
3277,Belgium Premium,0.0535
3290,Belgium Premium,0.0535
3295,Belgium Premium,0.0535
3296,Belgium Premium,0.0535
324630,Belgium Premium+AC0-Other,0.3675
324657,Belgium Premium+AC0-Other,0.3675
324658,Belgium Premium+AC0-Other,0.3675
324659,Belgium Premium+AC0-Other,0.3675
324660,Belgium Premium+AC0-Other,0.3675
324661,Belgium Premium+AC0-Other,0.3675
324662,Belgium Premium+AC0-Other,0.3675
324663,Belgium Premium+AC0-Other,0.3675
324664,Belgium Premium+AC0-Other,0.3675
324665,Belgium Premium+AC0-Other,0.3675
324666,Belgium Premium+AC0-Other,0.3675
324667,Belgium Premium+AC0-Other,0.3675
324669,Belgium Premium+AC0-Other,0.3675
32702,Belgium Universal Access,0.0535
32703,Belgium Universal Access,0.0535
32704,Belgium Universal Access,0.0535
32706,Belgium Universal Access,0.0535
32707,Belgium Universal Access,0.0535
323,+ACI-Belgium,Antwerp+ACI-,0.0144
322,+ACI-Belgium,Brussels+ACI-,0.0144
501,Belize,0.18212
5016,Belize Cellular,0.18851
50165,Belize Cellular+AC0-Speednet,0.18851
50166,Belize Cellular+AC0-Speednet,0.18851
50167,Belize Cellular+AC0-Speednet,0.18851
229,Benin,0.20265
2299,Benin Cellular,0.20265
22992,Benin Cellular+AC0-BBCom,0.19064
22993,Benin Cellular+AC0-BBCom,0.19064
22968,Benin Cellular+AC0-Globacom,0.19756
22998,Benin Cellular+AC0-Globacom,0.19756
22999,Benin Cellular+AC0-Globacom,0.19756
22990,Benin Cellular+AC0-Libercom,0.19596
22961,Benin Cellular+AC0-MTN,0.19969
22966,Benin Cellular+AC0-MTN,0.19969
22967,Benin Cellular+AC0-MTN,0.19969
22996,Benin Cellular+AC0-MTN,0.19969
22997,Benin Cellular+AC0-MTN,0.19969
22964,Benin Cellular+AC0-Moov,0.20129
22965,Benin Cellular+AC0-Moov,0.20129
22994,Benin Cellular+AC0-Moov,0.20129
22995,Benin Cellular+AC0-Moov,0.20129
1441,Bermuda,0.02907
14413,Bermuda Cellular,0.02907
144150,Bermuda Cellular,0.02907
144151,Bermuda Cellular,0.02907
144152,Bermuda Cellular,0.02907
144153,Bermuda Cellular,0.02907
1441590,Bermuda Cellular,0.02907
1441599,Bermuda Cellular,0.02907
14417,Bermuda Cellular,0.02907
975,Bhutan,0.05083
97516,Bhutan Cellular,0.05083
97517,Bhutan Cellular,0.05083
97577,Bhutan Cellular,0.05083
97593,Bhutan Cellular,0.05083
97594,Bhutan Cellular,0.05083
97595,Bhutan Cellular,0.05083
97596,Bhutan Cellular,0.05083
97597,Bhutan Cellular,0.05083
97598,Bhutan Cellular,0.05083
97599,Bhutan Cellular,0.05083
591,Bolivia,0.0735
5916,Bolivia Cellular,0.16508
5917,Bolivia Cellular,0.16508
59167,Bolivia Cellular+AC0-Entel,0.14595
59168,Bolivia Cellular+AC0-Entel,0.14595
59171,Bolivia Cellular+AC0-Entel,0.14595
59172,Bolivia Cellular+AC0-Entel,0.14595
59173,Bolivia Cellular+AC0-Entel,0.14595
59174,Bolivia Cellular+AC0-Entel,0.14595
59160,Bolivia Cellular+AC0-Nuevatel,0.1491
59161,Bolivia Cellular+AC0-Nuevatel,0.1491
59165,Bolivia Cellular+AC0-Nuevatel,0.1491
59170,Bolivia Cellular+AC0-Nuevatel,0.1491
59179,Bolivia Cellular+AC0-Nuevatel,0.1491
59169,Bolivia Cellular+AC0-Telecel,0.1491
59175,Bolivia Cellular+AC0-Telecel,0.1491
59176,Bolivia Cellular+AC0-Telecel,0.1491
59177,Bolivia Cellular+AC0-Telecel,0.1491
59178,Bolivia Cellular+AC0-Telecel,0.1491
5912500,+ACI-Bolivia,Cities+ACI-,0.08663
5912510,+ACI-Bolivia,Cities+ACI-,0.08663
5912511,+ACI-Bolivia,Cities+ACI-,0.08663
5912512,+ACI-Bolivia,Cities+ACI-,0.08663
59125130,+ACI-Bolivia,Cities+ACI-,0.08663
59125131,+ACI-Bolivia,Cities+ACI-,0.08663
5912514,+ACI-Bolivia,Cities+ACI-,0.08663
59125176,+ACI-Bolivia,Cities+ACI-,0.08663
59125177,+ACI-Bolivia,Cities+ACI-,0.08663
59125188,+ACI-Bolivia,Cities+ACI-,0.08663
59125189,+ACI-Bolivia,Cities+ACI-,0.08663
59125190,+ACI-Bolivia,Cities+ACI-,0.08663
59125191,+ACI-Bolivia,Cities+ACI-,0.08663
591251991,+ACI-Bolivia,Cities+ACI-,0.08663
591251992,+ACI-Bolivia,Cities+ACI-,0.08663
591251993,+ACI-Bolivia,Cities+ACI-,0.08663
591251994,+ACI-Bolivia,Cities+ACI-,0.08663
5912520,+ACI-Bolivia,Cities+ACI-,0.08663
5912521,+ACI-Bolivia,Cities+ACI-,0.08663
5912522,+ACI-Bolivia,Cities+ACI-,0.08663
5912523,+ACI-Bolivia,Cities+ACI-,0.08663
5912524,+ACI-Bolivia,Cities+ACI-,0.08663
5912525,+ACI-Bolivia,Cities+ACI-,0.08663
5912526,+ACI-Bolivia,Cities+ACI-,0.08663
5912527,+ACI-Bolivia,Cities+ACI-,0.08663
5912528,+ACI-Bolivia,Cities+ACI-,0.08663
59125291,+ACI-Bolivia,Cities+ACI-,0.08663
59125292,+ACI-Bolivia,Cities+ACI-,0.08663
59125293,+ACI-Bolivia,Cities+ACI-,0.08663
59125294,+ACI-Bolivia,Cities+ACI-,0.08663
59125295,+ACI-Bolivia,Cities+ACI-,0.08663
59125296,+ACI-Bolivia,Cities+ACI-,0.08663
59125297,+ACI-Bolivia,Cities+ACI-,0.08663
59125298,+ACI-Bolivia,Cities+ACI-,0.08663
59125299,+ACI-Bolivia,Cities+ACI-,0.08663
59125300,+ACI-Bolivia,Cities+ACI-,0.08663
59125301,+ACI-Bolivia,Cities+ACI-,0.08663
59125303,+ACI-Bolivia,Cities+ACI-,0.08663
59125304,+ACI-Bolivia,Cities+ACI-,0.08663
59125305,+ACI-Bolivia,Cities+ACI-,0.08663
59125306,+ACI-Bolivia,Cities+ACI-,0.08663
59125307,+ACI-Bolivia,Cities+ACI-,0.08663
59125308,+ACI-Bolivia,Cities+ACI-,0.08663
59125309,+ACI-Bolivia,Cities+ACI-,0.08663
59125310,+ACI-Bolivia,Cities+ACI-,0.08663
59125311,+ACI-Bolivia,Cities+ACI-,0.08663
59125312,+ACI-Bolivia,Cities+ACI-,0.08663
59125313,+ACI-Bolivia,Cities+ACI-,0.08663
59125314,+ACI-Bolivia,Cities+ACI-,0.08663
5912600,+ACI-Bolivia,Cities+ACI-,0.08663
59126052,+ACI-Bolivia,Cities+ACI-,0.08663
59126053,+ACI-Bolivia,Cities+ACI-,0.08663
5912610,+ACI-Bolivia,Cities+ACI-,0.08663
5912611,+ACI-Bolivia,Cities+ACI-,0.08663
5912612,+ACI-Bolivia,Cities+ACI-,0.08663
59126130,+ACI-Bolivia,Cities+ACI-,0.08663
59126131,+ACI-Bolivia,Cities+ACI-,0.08663
5912614,+ACI-Bolivia,Cities+ACI-,0.08663
59126178,+ACI-Bolivia,Cities+ACI-,0.08663
59126179,+ACI-Bolivia,Cities+ACI-,0.08663
5912618,+ACI-Bolivia,Cities+ACI-,0.08663
59126190,+ACI-Bolivia,Cities+ACI-,0.08663
59126191,+ACI-Bolivia,Cities+ACI-,0.08663
59126211,+ACI-Bolivia,Cities+ACI-,0.08663
59126212,+ACI-Bolivia,Cities+ACI-,0.08663
5912622,+ACI-Bolivia,Cities+ACI-,0.08663
5912623,+ACI-Bolivia,Cities+ACI-,0.08663
5912624,+ACI-Bolivia,Cities+ACI-,0.08663
5912625,+ACI-Bolivia,Cities+ACI-,0.08663
5912626,+ACI-Bolivia,Cities+ACI-,0.08663
5912627,+ACI-Bolivia,Cities+ACI-,0.08663
5912628,+ACI-Bolivia,Cities+ACI-,0.08663
59126310,+ACI-Bolivia,Cities+ACI-,0.08663
59126311,+ACI-Bolivia,Cities+ACI-,0.08663
59126312,+ACI-Bolivia,Cities+ACI-,0.08663
59126313,+ACI-Bolivia,Cities+ACI-,0.08663
59126314,+ACI-Bolivia,Cities+ACI-,0.08663
59134150,+ACI-Bolivia,Cities+ACI-,0.08663
59134151,+ACI-Bolivia,Cities+ACI-,0.08663
5913420,+ACI-Bolivia,Cities+ACI-,0.08663
5913421,+ACI-Bolivia,Cities+ACI-,0.08663
59134220,+ACI-Bolivia,Cities+ACI-,0.08663
59134221,+ACI-Bolivia,Cities+ACI-,0.08663
5913462,+ACI-Bolivia,Cities+ACI-,0.08663
5913463,+ACI-Bolivia,Cities+ACI-,0.08663
5913464,+ACI-Bolivia,Cities+ACI-,0.08663
59134656,+ACI-Bolivia,Cities+ACI-,0.08663
59134657,+ACI-Bolivia,Cities+ACI-,0.08663
5913466,+ACI-Bolivia,Cities+ACI-,0.08663
5913467,+ACI-Bolivia,Cities+ACI-,0.08663
59134710,+ACI-Bolivia,Cities+ACI-,0.08663
59134711,+ACI-Bolivia,Cities+ACI-,0.08663
59134712,+ACI-Bolivia,Cities+ACI-,0.08663
59134713,+ACI-Bolivia,Cities+ACI-,0.08663
59134714,+ACI-Bolivia,Cities+ACI-,0.08663
59138310,+ACI-Bolivia,Cities+ACI-,0.08663
59138311,+ACI-Bolivia,Cities+ACI-,0.08663
59138312,+ACI-Bolivia,Cities+ACI-,0.08663
59138313,+ACI-Bolivia,Cities+ACI-,0.08663
59138314,+ACI-Bolivia,Cities+ACI-,0.08663
59138420,+ACI-Bolivia,Cities+ACI-,0.08663
59138421,+ACI-Bolivia,Cities+ACI-,0.08663
59138422,+ACI-Bolivia,Cities+ACI-,0.08663
59138423,+ACI-Bolivia,Cities+ACI-,0.08663
59138424,+ACI-Bolivia,Cities+ACI-,0.08663
59138425,+ACI-Bolivia,Cities+ACI-,0.08663
59138426,+ACI-Bolivia,Cities+ACI-,0.08663
59138427,+ACI-Bolivia,Cities+ACI-,0.08663
591384291,+ACI-Bolivia,Cities+ACI-,0.08663
591384292,+ACI-Bolivia,Cities+ACI-,0.08663
591384296,+ACI-Bolivia,Cities+ACI-,0.08663
591384297,+ACI-Bolivia,Cities+ACI-,0.08663
591384298,+ACI-Bolivia,Cities+ACI-,0.08663
59138439,+ACI-Bolivia,Cities+ACI-,0.08663
5913844,+ACI-Bolivia,Cities+ACI-,0.08663
5913845,+ACI-Bolivia,Cities+ACI-,0.08663
5913846,+ACI-Bolivia,Cities+ACI-,0.08663
5913847,+ACI-Bolivia,Cities+ACI-,0.08663
5913850,+ACI-Bolivia,Cities+ACI-,0.08663
5914600,+ACI-Bolivia,Cities+ACI-,0.08663
5914610,+ACI-Bolivia,Cities+ACI-,0.08663
5914611,+ACI-Bolivia,Cities+ACI-,0.08663
5914612,+ACI-Bolivia,Cities+ACI-,0.08663
59146130,+ACI-Bolivia,Cities+ACI-,0.08663
5914614,+ACI-Bolivia,Cities+ACI-,0.08663
5914618,+ACI-Bolivia,Cities+ACI-,0.08663
59146190,+ACI-Bolivia,Cities+ACI-,0.08663
59146191,+ACI-Bolivia,Cities+ACI-,0.08663
5914620,+ACI-Bolivia,Cities+ACI-,0.08663
5914621,+ACI-Bolivia,Cities+ACI-,0.08663
5914622,+ACI-Bolivia,Cities+ACI-,0.08663
5914624,+ACI-Bolivia,Cities+ACI-,0.08663
59146310,+ACI-Bolivia,Cities+ACI-,0.08663
59146311,+ACI-Bolivia,Cities+ACI-,0.08663
59146312,+ACI-Bolivia,Cities+ACI-,0.08663
59146313,+ACI-Bolivia,Cities+ACI-,0.08663
59146314,+ACI-Bolivia,Cities+ACI-,0.08663
5914641,+ACI-Bolivia,Cities+ACI-,0.08663
5914642,+ACI-Bolivia,Cities+ACI-,0.08663
5914643,+ACI-Bolivia,Cities+ACI-,0.08663
5914644,+ACI-Bolivia,Cities+ACI-,0.08663
5914645,+ACI-Bolivia,Cities+ACI-,0.08663
5914646,+ACI-Bolivia,Cities+ACI-,0.08663
5914648,+ACI-Bolivia,Cities+ACI-,0.08663
59146510,+ACI-Bolivia,Cities+ACI-,0.08663
59146511,+ACI-Bolivia,Cities+ACI-,0.08663
59146512,+ACI-Bolivia,Cities+ACI-,0.08663
59146513,+ACI-Bolivia,Cities+ACI-,0.08663
59146514,+ACI-Bolivia,Cities+ACI-,0.08663
5914661,+ACI-Bolivia,Cities+ACI-,0.08663
5914662,+ACI-Bolivia,Cities+ACI-,0.08663
5914663,+ACI-Bolivia,Cities+ACI-,0.08663
5914664,+ACI-Bolivia,Cities+ACI-,0.08663
5914665,+ACI-Bolivia,Cities+ACI-,0.08663
5914666,+ACI-Bolivia,Cities+ACI-,0.08663
5914667,+ACI-Bolivia,Cities+ACI-,0.08663
